,ACTION,REWARD,A0,A1,A2,A3,V
0,2.0,-1.0,-1.8028352004432044,-1.7671075385307589,-1.6662138495092211,-1.7872971901905386,-1.0
1,0.0,-1.0,-1.441027616795776,-1.4335592753239064,-1.4376185965234198,-1.4335077185933185,-2.0
2,3.0,-1.0,-1.441027616795776,-1.4335592753239064,-1.4376185965234198,-1.4441685660529684,-3.0
3,2.0,-1.0,-1.8028352004432044,-1.7671075385307589,-1.672453744492044,-1.7872971901905386,-4.0
4,1.0,-1.0,-1.441027616795776,-1.4390526817641838,-1.4376185965234198,-1.4441685660529684,-5.0
5,1.0,-1.0,-1.1006486794727772,-1.098327447105211,-1.1017106253172608,-1.1014004444335068,-6.0
6,2.0,-1.0,-0.8170119198386524,-0.8146769568993094,-0.800172304301897,-0.820755704100323,-7.0
7,3.0,-1.0,-0.8173724933017763,-0.7915041040472781,-0.5603738087657696,-0.8214970195297541,-8.0
8,2.0,-1.0,-0.8170119198386524,-0.8146769568993094,-0.7972139455377699,-0.820755704100323,-9.0
9,3.0,-1.0,-0.8173724933017763,-0.7915041040472781,-0.5603738087657696,-0.8304569748442965,-10.0
10,2.0,-1.0,-0.8170119198386524,-0.8146769568993094,-0.7942851703612841,-0.820755704100323,-11.0
11,2.0,-1.0,-0.8173724933017763,-0.7915041040472781,-0.5581244906611484,-0.8304569748442965,-12.0
12,1.0,1.0,-0.3565113877791606,0.7210138018659829,-0.33106997782150266,-0.46012572537952495,-11.0
