,ACTION,REWARD,A0,A1,A2,A3,V
0,2.0,-1.0,-1.2695328974941855,-1.2678065277587474,-1.2695440881878834,-1.27497443819383,-1.0
1,3.0,-1.0,-0.9592358655145674,-0.9588122435646104,-0.9629449468046313,-0.975545762783254,-2.0
2,1.0,-1.0,-1.2695328974941855,-1.2739992006778713,-1.2695440881878834,-1.27497443819383,-3.0
3,2.0,-1.0,-0.9878190807486458,-0.9921343603842577,-0.9832205309566184,-0.985806917024347,-4.0
4,2.0,-1.0,-0.8280340597084059,-0.8317087847557176,-0.8341634768588136,-0.832077177468343,-5.0
5,0.0,-1.0,-0.6595260158764845,-0.6504337183473051,-0.6506779247839098,-0.650052744853935,-6.0
6,0.0,-1.0,-0.8345428016324312,-0.8325582895365126,-0.8301344716087526,-0.8294391187339254,-7.0
7,3.0,-1.0,-0.8345428016324312,-0.8325582895365126,-0.8301344716087526,-0.8397740377386677,-8.0
8,1.0,-1.0,-0.9592358655145674,-0.9566764276663399,-0.9629449468046313,-0.975545762783254,-9.0
9,0.0,-1.0,-0.828363806960319,-0.8317087847557176,-0.8341634768588136,-0.832077177468343,-10.0
10,1.0,-1.0,-0.9592358655145674,-0.9545649376523193,-0.9629449468046313,-0.975545762783254,-11.0
11,0.0,-1.0,-0.8386712533295867,-0.8317087847557176,-0.8341634768588136,-0.832077177468343,-12.0
12,1.0,-1.0,-0.9592358655145674,-0.9625046673385976,-0.9629449468046313,-0.975545762783254,-13.0
13,1.0,-1.0,-0.8386712533295867,-0.8392053594693242,-0.8341634768588136,-0.832077177468343,-14.0
14,2.0,-1.0,-0.6562420340666406,-0.6554847659507255,-0.6436980527959584,-0.6691056090274347,-15.0
15,2.0,-1.0,-0.4732466284056738,-0.4709978334427756,-0.4625997331452479,-0.4692621485145051,-16.0
16,1.0,1.0,-0.19310876986777914,-0.13440072373232462,-0.17559464274319145,-0.1891747632148242,-15.0
