,ACTION,REWARD,A0,A1,A2,A3,V
0,0.0,-1.0,-1.0170748277120347,-1.019468945233383,-1.0114690064036909,-1.0162110528159707,-1.0
1,2.0,-1.0,-1.0170748277120347,-1.019468945233383,-1.0178422039157842,-1.0162110528159707,-2.0
2,2.0,-1.0,-0.725065923284103,-0.7260647554258493,-0.7190434266347716,-0.7305359836712123,-3.0
3,0.0,-1.0,-0.6067130519109312,-0.6009585933286233,-0.6001783512754735,-0.5999496011970122,-4.0
4,3.0,-1.0,-0.6067130519109312,-0.6009585933286233,-0.6001783512754735,-0.610421496024755,-5.0
5,3.0,-1.0,-0.725065923284103,-0.7260647554258493,-0.7190434266347716,-0.7423765233098439,-6.0
6,3.0,-1.0,-1.0170748277120347,-1.019468945233383,-1.0178422039157842,-1.0251948417631547,-7.0
7,0.0,-1.0,-1.0260577528843227,-1.019468945233383,-1.0178422039157842,-1.0251948417631547,-8.0
8,2.0,-1.0,-1.0260577528843227,-1.019468945233383,-1.0241351727163392,-1.0251948417631547,-9.0
9,2.0,-1.0,-0.725065923284103,-0.7260647554258493,-0.7172545975299032,-0.7423765233098439,-10.0
10,2.0,-1.0,-0.6067130519109312,-0.6009585933286233,-0.6085963017832603,-0.610421496024755,-11.0
11,2.0,-1.0,-0.5052243634585359,-0.49778095109995496,-0.5040638266232023,-0.4910815578379558,-12.0
12,3.0,-1.0,-0.5052243634585359,-0.49778095109995496,-0.5040638266232023,-0.5015793695995339,-13.0
13,1.0,-1.0,-0.6067130519109312,-0.5988934518883233,-0.6085963017832603,-0.610421496024755,-14.0
14,1.0,-1.0,-0.4564541193970669,-0.44683452262165413,-0.45478867867174877,-0.4586376169171505,-15.0
15,2.0,-1.0,-0.334906016872184,-0.3333088542720257,-0.33385878304308264,-0.3308542951896262,-16.0
16,1.0,1.0,-0.11639885200259141,0.007637422672015795,-0.13670625010807036,-0.11574263912665703,-15.0
