,ACTION,REWARD,A0,A1,A2,A3,V
0,2.0,-1.0,-1.7983917931298379,-1.762371856220824,-1.2973702571176209,-1.7872971901905386,-1.0
1,1.0,-1.0,-1.3596599840050294,-1.371884232458642,-1.1588212178891488,-1.4035584573955637,-2.0
2,2.0,-1.0,-1.062024665589153,-1.0639287056854636,-1.0277307981403303,-1.0782939205559967,-3.0
3,3.0,-1.0,-0.8386313131843357,-0.8447664493548375,-0.8402471448967234,-0.8511634414845761,-4.0
4,2.0,-1.0,-1.062024665589153,-1.0639287056854636,-1.035001171977586,-1.0782939205559967,-5.0
5,0.0,-1.0,-0.8393305956248148,-0.8447664493548375,-0.8402471448967234,-0.8511634414845761,-6.0
6,2.0,-1.0,-1.0115682514986306,-1.0164311807744664,-1.0064632528823008,-1.01214428971587,-7.0
7,0.0,-1.0,-0.7922991318775879,-0.7850775230487392,-0.7884940773680709,-0.7837935415245999,-8.0
8,2.0,-1.0,-0.7922991318775879,-0.7850775230487392,-0.7976632784681116,-0.7837935415245999,-9.0
9,3.0,-1.0,-0.7922991318775879,-0.7850775230487392,-0.7976632784681116,-0.7950137753852946,-10.0
10,2.0,-1.0,-1.0115682514986306,-1.0164311807744664,-1.0134643180609164,-1.01214428971587,-11.0
11,1.0,-1.0,-0.7922991318775879,-0.7899542171545051,-0.7976632784681116,-0.7950137753852946,-12.0
12,1.0,-1.0,-0.6019956262841789,-0.3036450862255843,-0.5822075841880089,-0.5552752494512366,-13.0
13,1.0,1.0,-0.3472941447770738,0.7114194838496475,-0.33119066781062373,-0.44898945198925666,-12.0
