,ACTION,REWARD,A0,A1,A2,A3,V
0,0.0,-1.0,-0.9720251429406911,-0.967098485344837,-0.9668977744418867,-0.9631341384230868,-1.0
1,3.0,-1.0,-0.9720251429406911,-0.967098485344837,-0.9668977744418867,-0.9721710042846637,-2.0
2,2.0,-1.0,-0.9720251429406911,-0.967098485344837,-0.9733908863981116,-0.9721710042846637,-3.0
3,2.0,-1.0,-0.6979534234736429,-0.6952903337817046,-0.6930028033364742,-0.695043330617274,-4.0
4,2.0,-1.0,-0.587978960023207,-0.5783253606287303,-0.583278520825858,-0.5785514411278805,-5.0
5,1.0,-1.0,-0.4767395484608317,-0.4811914804337466,-0.4760266448586079,-0.4806255839757606,-6.0
6,2.0,-1.0,-0.34594845679133196,-0.3477373512020545,-0.3422134720976109,-0.3426113549762329,-7.0
7,2.0,-1.0,-0.34594845679133196,-0.3477373512020545,-0.3518712586255133,-0.3426113549762329,-8.0
8,3.0,-1.0,-0.34594845679133196,-0.3477373512020545,-0.3518712586255133,-0.343116996224107,-9.0
9,1.0,-1.0,-0.44570419841102626,-0.4352589039085091,-0.4374226814858382,-0.44659521900464694,-10.0
10,1.0,-1.0,-0.31021825314277823,-0.3136538845686665,-0.311816204179803,-0.30914206837176744,-11.0
11,2.0,1.0,-0.1538072576679418,-0.1382342385684622,0.05517433628771473,-0.14722545137927281,-10.0
