,ACTION,REWARD,A0,A1,A2,A3,V
0,2.0,-1.0,-1.8028352004432044,-1.7671075385307589,-1.6669922632756928,-1.7872971901905386,-1.0
1,2.0,-1.0,-1.441027616795776,-1.4390526817641838,-1.419390040557718,-1.4441685660529684,-2.0
2,1.0,-1.0,-1.1099153165587203,-1.0816713145100658,-1.1083977327596795,-1.1116189366494327,-3.0
3,0.0,-1.0,-0.9060128137759337,-0.7922639830958894,-0.8665690483676056,-0.8845193197909381,-4.0
4,1.0,-1.0,-1.1099153165587203,-1.0779849772128283,-1.1083977327596795,-1.1116189366494327,-5.0
5,1.0,-1.0,-0.9060128137759337,-0.789308447433995,-0.8665690483676056,-0.8845193197909381,-6.0
6,2.0,-1.0,-0.8173724933017763,-0.7915041040472781,-0.5498177588586581,-0.8304569748442965,-7.0
7,1.0,1.0,-0.3565113877791606,0.7320069712273937,-0.33106997782150266,-0.46012572537952495,-6.0
