,ACTION,REWARD,A0,A1,A2,A3,V
0,2.0,-1.0,-1.1476288964872199,-1.1430495929287037,-1.1313768079837256,-1.1532317275515167,-1.0
1,2.0,-1.0,-0.8418526246184995,-0.8475648282680985,-0.8465698877359834,-0.8412140769461197,-2.0
2,1.0,-1.0,-0.7262017100088392,-0.7286450255513548,-0.7290627688819199,-0.7254881045965553,-3.0
3,0.0,-1.0,-0.5460145456085793,-0.5423311648300964,-0.5356133300488904,-0.5493508123266624,-4.0
4,3.0,-1.0,-0.7262017100088392,-0.7286450255513548,-0.7290627688819199,-0.7358041502431049,-5.0
5,3.0,-1.0,-0.8418526246184995,-0.8475648282680985,-0.8465698877359834,-0.852984327448512,-6.0
6,2.0,-1.0,-1.1476288964872199,-1.1430495929287037,-1.1376397135254548,-1.1532317275515167,-7.0
7,0.0,-1.0,-0.851010771993881,-0.8475648282680985,-0.8465698877359834,-0.852984327448512,-8.0
8,2.0,-1.0,-0.851010771993881,-0.8475648282680985,-0.8546400042487031,-0.852984327448512,-9.0
9,0.0,-1.0,-0.7354755082988303,-0.7286450255513548,-0.7290627688819199,-0.7358041502431049,-10.0
10,1.0,-1.0,-0.7354755082988303,-0.7261790952662812,-0.7290627688819199,-0.7358041502431049,-11.0
11,2.0,-1.0,-0.5460145456085793,-0.5423311648300964,-0.5441041139342601,-0.5493508123266624,-12.0
12,3.0,-1.0,-0.43655276531048787,-0.4339552055979846,-0.437472336097672,-0.43804187092790453,-13.0
13,1.0,-1.0,-0.5460145456085793,-0.550398762205256,-0.5441041139342601,-0.5493508123266624,-14.0
14,3.0,-1.0,-0.3936877944627505,-0.38840378728845754,-0.39494961495706365,-0.3888164756726763,-15.0
15,2.0,-1.0,-0.5444222829886689,-0.5427030444302228,-0.5333087742073789,-0.5445387266513145,-16.0
16,1.0,-1.0,-0.3936877944627505,-0.3961336220743345,-0.39494961495706365,-0.3888164756726763,-17.0
17,2.0,1.0,-0.18862552366573787,-0.1866686789760075,-0.18752599246376664,-0.18219754461484533,-16.0
