,ACTION,REWARD,A0,A1,A2,A3,V
0,3.0,-1.0,-0.6504044996745887,-0.6498304434425299,-0.6528523607345325,-0.6550614062914649,-1.0
1,1.0,-1.0,-0.6504044996745887,-0.6578514072440909,-0.6528523607345325,-0.6550614062914649,-2.0
2,0.0,-1.0,-0.5129731464555538,-0.510015417247611,-0.5070052102611406,-0.505400571187258,-3.0
3,0.0,-1.0,-0.6597540951749141,-0.6578514072440909,-0.6528523607345325,-0.6550614062914649,-4.0
4,2.0,-1.0,-0.6597540951749141,-0.6578514072440909,-0.6605125341107448,-0.6550614062914649,-5.0
5,0.0,-1.0,-0.4649453651749095,-0.4714027036674291,-0.46572450742347066,-0.4677059994910141,-6.0
6,0.0,-1.0,-0.47448041980973454,-0.4714027036674291,-0.46572450742347066,-0.4677059994910141,-7.0
7,2.0,-1.0,-0.47448041980973454,-0.4714027036674291,-0.4744646323281599,-0.4677059994910141,-8.0
8,3.0,-1.0,-0.38144834877546696,-0.3815060515981968,-0.38291522688849217,-0.3879200516770537,-9.0
9,0.0,-1.0,-0.48394496960705635,-0.4714027036674291,-0.4744646323281599,-0.4677059994910141,-10.0
10,3.0,-1.0,-0.48394496960705635,-0.4714027036674291,-0.4744646323281599,-0.47892449215272714,-11.0
11,3.0,-1.0,-0.6597540951749141,-0.6578514072440909,-0.6605125341107448,-0.6544063448851735,-12.0
12,3.0,-1.0,-0.6597540951749141,-0.6578514072440909,-0.6605125341107448,-0.6637519385402882,-13.0
13,1.0,-1.0,-0.6597540951749141,-0.6658214983123353,-0.6605125341107448,-0.6637519385402882,-14.0
14,1.0,-1.0,-0.5129731464555538,-0.5182236290593227,-0.5070052102611406,-0.505400571187258,-15.0
15,0.0,-1.0,-0.37846886340134755,-0.3742314167087537,-0.3699916041945105,-0.37070628539779055,-16.0
16,3.0,-1.0,-0.5129731464555538,-0.5182236290593227,-0.5070052102611406,-0.5148951706160707,-17.0
17,2.0,-1.0,-0.5129731464555538,-0.5182236290593227,-0.5056271534721514,-0.5148951706160707,-18.0
18,0.0,-1.0,-0.4203621088314355,-0.41049654607646724,-0.41860751911408434,-0.41120041579386796,-19.0
19,1.0,-1.0,-0.48394496960705635,-0.480383145545443,-0.4744646323281599,-0.47892449215272714,-20.0
20,1.0,-1.0,-0.4203621088314355,-0.4192016545294047,-0.41860751911408434,-0.41120041579386796,-21.0
21,2.0,-1.0,-0.32977989950303066,-0.3217496115108097,-0.3209682566303363,-0.32155496016408247,-22.0
22,1.0,-1.0,-0.20868288597073023,-0.21513513768941775,-0.21382306635986056,-0.21136850912054392,-23.0
23,2.0,1.0,-0.14326404881153426,-0.1382342385684622,-0.04733905631863483,-0.13600405383177722,-22.0
