,ACTION,REWARD,A0,A1,A2,A3,V
0,1.0,-1.0,-1.6922970472907541,-1.6287278701772188,-1.7212068403667107,-1.7392848577112399,-1.0
1,1.0,-1.0,-1.340219195387265,-1.2786631434147258,-1.3282826810208967,-1.3298296053206313,-2.0
2,2.0,-1.0,-0.9103720469608946,-0.9098429167827753,-0.7521126275525798,-0.9073914538333656,-3.0
3,0.0,-1.0,-0.7711735475128038,-0.7417892334498972,-0.7343490299162624,-0.761112043296133,-4.0
4,0.0,-1.0,-1.0245055403444374,-1.0273549726417281,-1.027848130780915,-1.0314304911065757,-5.0
5,0.0,-1.0,-1.2753380734394688,-1.2823729717037962,-1.279969413392035,-1.284250447387608,-6.0
6,0.0,-1.0,-1.2740627353660294,-1.2823729717037962,-1.279969413392035,-1.284250447387608,-7.0
7,0.0,-1.0,-1.2727886726306634,-1.2823729717037962,-1.279969413392035,-1.284250447387608,-8.0
8,0.0,-1.0,-1.2715158839580327,-1.2823729717037962,-1.279969413392035,-1.284250447387608,-9.0
9,0.0,-1.0,-1.2702443680740747,-1.2823729717037962,-1.279969413392035,-1.284250447387608,-10.0
10,0.0,-1.0,-1.2789741237060006,-1.2823729717037962,-1.279969413392035,-1.284250447387608,-11.0
11,0.0,-1.0,-1.2876951495822946,-1.2823729717037962,-1.279969413392035,-1.284250447387608,-12.0
12,2.0,-1.0,-1.2876951495822946,-1.2823729717037962,-1.2840017277620033,-1.284250447387608,-13.0
13,1.0,-1.0,-0.8703084946710392,-0.7573796253592628,-0.9007764676966806,-0.8824692332605167,-14.0
14,1.0,-1.0,-0.7018617360155617,-0.6507556635252066,-0.7101696007511057,-0.6854493212187687,-15.0
15,1.0,-1.0,-0.7488685760665795,-0.7062866137704622,-0.7503798341793122,-0.7486189911505932,-16.0
16,1.0,-1.0,-0.37771892383102895,-0.3776094832661282,-0.37219370321275597,-0.3683659841774905,-17.0
17,3.0,-1.0,-0.37771892383102895,-0.3776094832661282,-0.37219370321275597,-0.3791275480956335,-18.0
18,2.0,-1.0,-0.5533215532693929,-0.5411323547547363,-0.5023243569198839,-0.5411240389929167,-19.0
19,2.0,1.0,-0.37771892383102895,-0.3776094832661282,-0.3784717661806284,-0.3791275480956335,-18.0
