,ACTION,REWARD,A0,A1,A2,A3,V
0,0.0,-1.0,-1.6418055010465755,-1.6367982678356725,-1.6355098237774768,-1.6351762840508621,-1.0
1,0.0,-1.0,-1.6501040325925675,-1.6367982678356725,-1.6355098237774768,-1.6351762840508621,-2.0
2,3.0,-1.0,-1.6501040325925675,-1.6367982678356725,-1.6355098237774768,-1.6435411077668112,-3.0
3,2.0,-1.0,-1.6501040325925675,-1.6367982678356725,-1.6401368549308573,-1.6435411077668112,-4.0
4,1.0,-1.0,-1.227850685526661,-1.2270077659385812,-1.2232188822129535,-1.2245988712010203,-5.0
5,3.0,-1.0,-0.9997893383800629,-1.002631934980705,-0.9981605048245692,-1.0083343402270295,-6.0
6,1.0,-1.0,-1.256154838974668,-1.2544304220914662,-1.2607953502247664,-1.262024549541834,-7.0
7,2.0,-1.0,-0.8754453856915841,-0.8724167286598699,-0.8302066514250339,-0.8606719927887454,-8.0
8,2.0,-1.0,-0.736059441145601,-0.7182223065636482,-0.6736191250373172,-0.73293945281223,-9.0
9,2.0,-1.0,-0.6377259030583722,-0.6394551993147539,-0.6400007189674753,-0.6409435364661438,-10.0
10,2.0,-1.0,-0.20868663089418396,-0.03417865828172719,-0.2083886789483336,-0.22793914558611145,-11.0
11,1.0,1.0,-0.20868663089418396,-0.02383687169890992,-0.2083886789483336,-0.22793914558611145,-10.0
