,ACTION,REWARD,A0,A1,A2,A3,V
0,2.0,-1.0,-0.49434967127610857,-0.497059247314438,-0.49755421181407883,-0.4954610478106407,-1.0
1,3.0,-1.0,-0.3607860798342873,-0.36670101594894206,-0.3593852836542306,-0.3774574888459486,-2.0
2,0.0,-1.0,-0.5038553216048325,-0.497059247314438,-0.49755421181407883,-0.4954610478106407,-3.0
3,3.0,-1.0,-0.5038553216048325,-0.497059247314438,-0.49755421181407883,-0.5049655867628301,-4.0
4,1.0,-1.0,-0.5038553216048325,-0.5054190675965976,-0.49755421181407883,-0.5049655867628301,-5.0
5,1.0,-1.0,-0.3703545896988611,-0.37867653001569523,-0.37714787205687156,-0.382063586083222,-6.0
6,2.0,-1.0,-0.2696172072310827,-0.2662308531750938,-0.25850466793580634,-0.26576286048703196,-7.0
7,3.0,-1.0,-0.23588712001223527,-0.23934775008767514,-0.23457578575625654,-0.24120413460408427,-8.0
8,2.0,-1.0,-0.2696172072310827,-0.2662308531750938,-0.2680308033282546,-0.26576286048703196,-9.0
9,2.0,-1.0,-0.23588712001223527,-0.23934775008767514,-0.24369529579068944,-0.24120413460408427,-10.0
10,1.0,-1.0,-0.1658580666606926,-0.17209482317754557,-0.17147100744625687,-0.16813113388614503,-11.0
11,3.0,-1.0,-0.10170611756043062,-0.10908500016978025,-0.10854883197409737,-0.11452838952460709,-12.0
12,1.0,-1.0,-0.19333716740867748,-0.1879047327772778,-0.19704322067340546,-0.18920738040107607,-13.0
13,1.0,-1.0,-0.19333716740867748,-0.19771682804450053,-0.19704322067340546,-0.18920738040107607,-14.0
14,3.0,-1.0,-0.19333716740867748,-0.19771682804450053,-0.19704322067340546,-0.18909258574335677,-15.0
15,3.0,-1.0,-0.20524717959223202,-0.19769695307382448,-0.20516208020703364,-0.20727798523835236,-16.0
16,1.0,-1.0,-0.20524717959223202,-0.20749925612075065,-0.20516208020703364,-0.20727798523835236,-17.0
17,2.0,-1.0,-0.20524717959223202,-0.20749925612075065,-0.21481229267665353,-0.20727798523835236,-18.0
18,3.0,-1.0,-0.19333716740867748,-0.19771682804450053,-0.19704322067340546,-0.1990488845022533,-19.0
19,3.0,-1.0,-0.20524717959223202,-0.20749925612075065,-0.21481229267665353,-0.21705243000229893,-20.0
20,0.0,-1.0,-0.215586573540693,-0.20749925612075065,-0.21481229267665353,-0.21705243000229893,-21.0
21,3.0,-1.0,-0.2696172072310827,-0.2662308531750938,-0.2680308033282546,-0.27549709762654495,-22.0
22,1.0,-1.0,-0.2696172072310827,-0.2654360379484296,-0.2680308033282546,-0.27549709762654495,-23.0
23,1.0,-1.0,-0.215586573540693,-0.2172917568646299,-0.21481229267665353,-0.21705243000229893,-24.0
24,2.0,-1.0,-0.215586573540693,-0.2172917568646299,-0.2244042042565651,-0.21705243000229893,-25.0
25,0.0,-1.0,-0.20352677981470083,-0.19771682804450053,-0.19704322067340546,-0.1990488845022533,-26.0
26,0.0,-1.0,-0.23617947968484237,-0.23934775008767514,-0.24369529579068944,-0.24120413460408427,-27.0
27,1.0,-1.0,-0.2971201588383333,-0.29376101131740245,-0.30172999410659096,-0.3054215359697913,-28.0
28,0.0,-1.0,-0.24646153398985057,-0.23934775008767514,-0.24369529579068944,-0.24120413460408427,-29.0
29,1.0,-1.0,-0.2971201588383333,-0.3029775309550175,-0.30172999410659096,-0.3054215359697913,-30.0
30,1.0,-1.0,-0.24646153398985057,-0.24872766157285903,-0.24369529579068944,-0.24120413460408427,-31.0
31,2.0,-1.0,-0.20352677981470083,-0.19771682804450053,-0.20598814352471528,-0.1990488845022533,-32.0
32,0.0,-1.0,-0.11218177898477255,-0.10908500016978025,-0.10854883197409737,-0.11452838952460709,-33.0
33,0.0,-1.0,-0.17642944768272756,-0.17209482317754557,-0.17147100744625687,-0.16813113388614503,-34.0
34,2.0,-1.0,-0.249320342691415,-0.25366419380217536,-0.25689708135598266,-0.2536831009979729,-35.0
35,2.0,-1.0,-0.18455902526430712,-0.18585899835886943,-0.18774381219667458,-0.1851202738726941,-36.0
36,0.0,-1.0,-0.19502313541930005,-0.18585899835886943,-0.18774381219667458,-0.1851202738726941,-37.0
37,2.0,-1.0,-0.2655618691050406,-0.26517552080666995,-0.2563767452475963,-0.25870536153665924,-38.0
38,2.0,-1.0,-0.2655618691050406,-0.26517552080666995,-0.2661203685023487,-0.25870536153665924,-39.0
39,3.0,-1.0,-0.2655618691050406,-0.26517552080666995,-0.2661203685023487,-0.2685655028237999,-40.0
40,1.0,-1.0,-0.2756379767978357,-0.2814353223600174,-0.28112029059251825,-0.28260204304685954,-41.0
41,0.0,-1.0,-0.25930788105568137,-0.25366419380217536,-0.25689708135598266,-0.2536831009979729,-42.0
42,0.0,-1.0,-0.28536233882103784,-0.2814353223600174,-0.28112029059251825,-0.28260204304685954,-43.0
43,2.0,-1.0,-0.28536233882103784,-0.2814353223600174,-0.2906956673738531,-0.28260204304685954,-44.0
44,1.0,-1.0,-0.2655618691050406,-0.2641898480634575,-0.2661203685023487,-0.2685655028237999,-45.0
45,3.0,-1.0,-0.19502313541930005,-0.18585899835886943,-0.18774381219667458,-0.19555204887818675,-46.0
46,1.0,-1.0,-0.25930788105568137,-0.2626407320691289,-0.25689708135598266,-0.2536831009979729,-47.0
47,3.0,-1.0,-0.17642944768272756,-0.17209482317754557,-0.17147100744625687,-0.16862065975872034,-48.0
48,3.0,-1.0,-0.24646153398985057,-0.24872766157285903,-0.24369529579068944,-0.2511810175995793,-49.0
49,1.0,-1.0,-0.2696172072310827,-0.27472195673081157,-0.2680308033282546,-0.27549709762654495,-50.0
50,0.0,-1.0,-0.21584298503524035,-0.2172917568646299,-0.2244042042565651,-0.21705243000229893,-51.0
51,2.0,-1.0,-0.2696172072310827,-0.27472195673081157,-0.2775437529570882,-0.27549709762654495,-52.0
52,0.0,-1.0,-0.25667100007949706,-0.24872766157285903,-0.24369529579068944,-0.2511810175995793,-53.0
53,0.0,-1.0,-0.30738342480283803,-0.3029775309550175,-0.30172999410659096,-0.3054215359697913,-54.0
54,2.0,-1.0,-0.3607860798342873,-0.36670101594894206,-0.3583243487189285,-0.3774574888459486,-55.0
55,1.0,-1.0,-0.28536233882103784,-0.290904117045399,-0.2906956673738531,-0.28260204304685954,-56.0
56,3.0,-1.0,-0.25930788105568137,-0.2626407320691289,-0.25689708135598266,-0.25386183993495254,-57.0
57,2.0,-1.0,-0.30738342480283803,-0.3029775309550175,-0.3109974507249396,-0.3054215359697913,-58.0
