,ACTION,REWARD,A0,A1,A2,A3,V
0,2.0,-1.0,-1.8089955256379553,-1.8144599194581978,-0.8996035190162596,-1.8162562318017137,-1.0
1,2.0,-1.0,-1.4970137401155155,-1.5010954523271147,-0.6984891645418944,-1.5232243306474738,-2.0
2,1.0,-1.0,-1.1547868889111574,-0.5874753638127883,-1.1508325258063834,-1.1627812131601833,-3.0
3,1.0,-1.0,-0.9506297846021733,-0.4086625256305977,-0.8782657186425216,-0.9477955324944848,-4.0
4,2.0,-1.0,-0.8455262876041822,-0.8235801239368523,-0.25098655587068885,-0.9297981396267377,-5.0
5,1.0,1.0,-0.408909729211589,0.8777349679174877,-0.32414614149349075,-0.5187882960440333,-4.0
