,ACTION,REWARD,A0,A1,A2,A3,V
0,0.0,-1.0,-1.5289884697419798,-1.5208439600796002,-1.5219860205805693,-1.5246384546206364,-1.0
1,1.0,-1.0,-1.5289884697419798,-1.526210624359226,-1.5219860205805693,-1.5246384546206364,-2.0
2,2.0,-1.0,-1.1800312777811612,-1.1801268328309276,-1.1818219579509626,-1.176624812432714,-3.0
3,3.0,-1.0,-0.9558084786604487,-0.9584786648486877,-0.9540811237472052,-0.9622480448144479,-4.0
4,3.0,-1.0,-1.1800312777811612,-1.1801268328309276,-1.1818219579509626,-1.1854481876202814,-5.0
5,0.0,-1.0,-1.1919288391885747,-1.1801268328309276,-1.1818219579509626,-1.1854481876202814,-6.0
6,0.0,-1.0,-1.537396459229785,-1.526210624359226,-1.5219860205805693,-1.5246384546206364,-7.0
7,2.0,-1.0,-1.537396459229785,-1.526210624359226,-1.5271787401234844,-1.5246384546206364,-8.0
8,2.0,-1.0,-1.1686122907830454,-1.1649593213722016,-1.1626957233835242,-1.1614243507920419,-9.0
9,1.0,-1.0,-0.8703084946710392,-0.8100734069887607,-0.8856025295331201,-0.8824692332605167,-10.0
10,1.0,-1.0,-0.6814535209709756,-0.638889646957981,-0.6893523206452308,-0.6854493212187687,-11.0
11,2.0,-1.0,-0.6102352769806738,-0.6024746062506109,-0.6117034505849867,-0.6109835671749597,-12.0
12,1.0,1.0,-0.20605615977710423,-0.00941825288561933,-0.19366273046311636,-0.20164350782375762,-11.0
