,ACTION,REWARD,A0,A1,A2,A3,V
0,2.0,-1.0,-1.2931479556367071,-1.2921948309692837,-1.2953403127281422,-1.2924157642918803,-1.0
1,1.0,-1.0,-0.9853547136217179,-0.986097845539196,-0.9785897257199451,-0.9891214094427233,-2.0
2,0.0,-1.0,-0.8492688423958367,-0.8539133426950933,-0.8491094970910976,-0.8531085458110047,-3.0
3,2.0,-1.0,-0.9853547136217179,-0.986097845539196,-0.9763242845461662,-0.9891214094427233,-4.0
4,2.0,-1.0,-0.8437082588307988,-0.8400866101062732,-0.8334069084017357,-0.8397740377386677,-5.0
5,3.0,-1.0,-0.6926116863243226,-0.684836851161915,-0.6879887224078483,-0.6947419769781817,-6.0
6,2.0,-1.0,-0.8437082588307988,-0.8400866101062732,-0.8412363709781756,-0.8397740377386677,-7.0
7,1.0,-1.0,-0.6926116863243226,-0.6926964615080353,-0.6879887224078483,-0.6947419769781817,-8.0
8,2.0,-1.0,-0.5262664833940534,-0.5286748695925348,-0.5325856532090838,-0.5236416043857531,-9.0
9,3.0,-1.0,-0.5262664833940534,-0.5286748695925348,-0.5325856532090838,-0.5343277529333174,-10.0
10,1.0,-1.0,-0.6595260158764845,-0.6656481106963654,-0.6587937469952695,-0.6611002586853619,-11.0
11,2.0,-1.0,-0.4732466284056738,-0.4709978334427756,-0.4598409721819487,-0.4692621485145051,-12.0
12,1.0,1.0,-0.19310876986777914,-0.1850554640581115,-0.17559464274319145,-0.1891747632148242,-11.0
