,ACTION,REWARD,A0,A1,A2,A3,V
0,1.0,-1.0,-1.0786564212827043,-1.0794420586025641,-1.0790194753583133,-1.0766367970011879,-1.0
1,3.0,-1.0,-0.8139432065251351,-0.8129696175649057,-0.8141946913501891,-0.8182705754914439,-2.0
2,0.0,-1.0,-0.8254935056328944,-0.8129696175649057,-0.8141946913501891,-0.8182705754914439,-3.0
3,3.0,-1.0,-1.0786564212827043,-1.0794420586025641,-1.0790194753583133,-1.0855601602041867,-4.0
4,0.0,-1.0,-1.0775777648614215,-1.0794420586025641,-1.0790194753583133,-1.0855601602041867,-5.0
5,0.0,-1.0,-1.08650018709656,-1.0794420586025641,-1.0790194753583133,-1.0855601602041867,-6.0
6,2.0,-1.0,-1.08650018709656,-1.0794420586025641,-1.0853089515377838,-1.0855601602041867,-7.0
7,2.0,-1.0,-0.7883268708740635,-0.7896934909197656,-0.784740624788625,-0.7934998494977666,-8.0
8,2.0,-1.0,-0.6710647748762848,-0.6666806806440927,-0.6723593731863875,-0.6732374611758841,-9.0
9,1.0,-1.0,-0.5526033887851698,-0.5435439333339386,-0.5509470944971538,-0.5550592811453803,-10.0
10,1.0,-1.0,-0.4020116605465311,-0.40258278465341985,-0.4087655029087513,-0.3959838089148186,-11.0
11,1.0,1.0,-0.14038786907873974,-0.10684543236849414,-0.13670625010807036,-0.11574263912665703,-10.0
