,ACTION,REWARD,A0,A1,A2,A3,V
0,2.0,-1.0,-1.808692256897462,-1.8259012662195275,-0.7442708700139374,-1.8135722710737385,-1.0
1,2.0,-1.0,-1.488354387009035,-1.5087979905048468,-0.6109852191571199,-1.5292267172689078,-2.0
2,1.0,-1.0,-1.1620321220090022,-0.5284138453682607,-1.156522425500373,-1.1755403523236556,-3.0
3,1.0,-1.0,-0.9670767981910326,-0.3384770332072707,-0.8847124101473661,-1.0031554467542758,-4.0
4,2.0,-1.0,-0.8553100853309996,-0.8261871844357754,-0.21558884999933514,-0.9447000679759834,-5.0
5,0.0,-1.0,-0.4150833739254305,0.8676536582990412,-0.32172485771568354,-0.5258556067639995,-6.0
6,1.0,-1.0,-0.6019956262841789,-0.021092737730619975,-0.6009001788974875,-0.5673811547982797,-7.0
7,3.0,-1.0,-0.4150833739254305,0.8676536582990412,-0.32172485771568354,-0.5325373503463535,-8.0
8,2.0,-1.0,-0.8553100853309996,-0.8261871844357754,-0.2156240785746504,-0.9447000679759834,-9.0
9,1.0,1.0,-0.4150833739254305,0.8689771217160508,-0.32172485771568354,-0.5325373503463535,-8.0
