,ACTION,REWARD,A0,A1,A2,A3,V
0,2.0,-1.0,-1.1032339449493316,-1.1118767728369185,-1.1061901426711365,-1.1033801254439384,-1.0
1,0.0,-1.0,-0.8059542544537271,-0.8063153161270922,-0.8009645373456671,-0.8054151224031848,-2.0
2,2.0,-1.0,-0.8059542544537271,-0.8063153161270922,-0.798994474946097,-0.8054151224031848,-3.0
3,0.0,-1.0,-0.6803937101014085,-0.6745536001872873,-0.6805113651060859,-0.6732374611758841,-4.0
4,3.0,-1.0,-0.6803937101014085,-0.6745536001872873,-0.6805113651060859,-0.6836960368386401,-5.0
5,2.0,-1.0,-0.8059542544537271,-0.8063153161270922,-0.7970755125983217,-0.8054151224031848,-6.0
6,1.0,-1.0,-0.6803937101014085,-0.6824131799931296,-0.6805113651060859,-0.6836960368386401,-7.0
7,1.0,-1.0,-0.5127543550930825,-0.5199165113710509,-0.5185034046163997,-0.5156598153370185,-8.0
8,3.0,-1.0,-0.3827718769521541,-0.3726413913752615,-0.3805709456978888,-0.38787878038450513,-9.0
9,1.0,-1.0,-0.5219062439156833,-0.5186466745507091,-0.5125811009771493,-0.5137933269582422,-10.0
10,1.0,-1.0,-0.3526632656938877,-0.3620041410131404,-0.35241999237438976,-0.35356387171136494,-11.0
11,2.0,-1.0,-0.3526632656938877,-0.3620041410131404,-0.35997131874520827,-0.35356387171136494,-12.0
12,2.0,1.0,-0.17695007754865502,-0.1382342385684622,-0.1283078924018647,-0.14722545137927281,-11.0
