,ACTION,REWARD,A0,A1,A2,A3,V
0,2.0,-1.0,-0.9186158755956868,-0.9230110496634797,-0.9242005306319748,-0.9187426919051676,-1.0
1,0.0,-1.0,-0.6620054393080744,-0.6612763834492654,-0.6606658474177776,-0.6544929214686144,-2.0
2,3.0,-1.0,-0.6620054393080744,-0.6612763834492654,-0.6606658474177776,-0.6562155351342894,-3.0
3,1.0,-1.0,-0.9186158755956868,-0.9299117663620423,-0.9242005306319748,-0.9187426919051676,-4.0
4,3.0,-1.0,-0.6842929918286152,-0.6846092875798011,-0.6891297202131224,-0.6905218186669113,-5.0
5,0.0,-1.0,-0.6957176047906902,-0.6846092875798011,-0.6891297202131224,-0.6905218186669113,-6.0
6,0.0,-1.0,-0.9276972597200911,-0.9299117663620423,-0.9242005306319748,-0.9187426919051676,-7.0
7,3.0,-1.0,-0.9276972597200911,-0.9299117663620423,-0.9242005306319748,-0.9278239492132624,-8.0
8,2.0,-1.0,-0.9276972597200911,-0.9299117663620423,-0.9308644651418637,-0.9278239492132624,-9.0
9,3.0,-1.0,-0.6620054393080744,-0.6612763834492654,-0.6606658474177776,-0.6680026551204273,-10.0
10,0.0,-1.0,-0.936769562460371,-0.9299117663620423,-0.9308644651418637,-0.9278239492132624,-11.0
11,3.0,-1.0,-0.936769562460371,-0.9299117663620423,-0.9308644651418637,-0.9268961252640491,-12.0
12,3.0,-1.0,-0.936769562460371,-0.9299117663620423,-0.9308644651418637,-0.935969229138785,-13.0
13,1.0,-1.0,-0.936769562460371,-0.9367741322866401,-0.9308644651418637,-0.935969229138785,-14.0
14,1.0,-1.0,-0.6957176047906902,-0.6821131027318167,-0.6891297202131224,-0.6905218186669113,-15.0
15,2.0,-1.0,-0.4938774340487483,-0.48973742263051484,-0.4823264689314568,-0.4848426403199438,-16.0
16,2.0,-1.0,-0.4302964440807762,-0.43209008814682365,-0.4346659859929737,-0.43321128489348676,-17.0
17,2.0,-1.0,-0.29566691572642484,-0.29505454177403895,-0.29942418973377555,-0.2982274468641912,-18.0
18,1.0,1.0,-0.11639885200259141,0.11597406538347348,-0.13670625010807036,-0.11574263912665703,-17.0
