,ACTION,REWARD,A0,A1,A2,A3,V
0,1.0,-1.0,-1.7025948347252633,-1.3992306954786486,-1.7168923797441,-1.7210649694487048,-1.0
1,1.0,-1.0,-1.340219195387265,-1.0699046420387244,-1.3223115630875009,-1.3298296053206313,-2.0
2,2.0,-1.0,-0.8987359923109159,-0.887663107759513,-0.7360693193777975,-0.8924502195938245,-3.0
3,2.0,-1.0,-0.736059441145601,-0.7331449975011053,-0.6672913278051021,-0.7521338239441772,-4.0
4,0.0,-1.0,-0.708419140548086,-0.7128707567420223,-0.7118248180700524,-0.7150925225351971,-5.0
5,1.0,-1.0,-0.7018617360155617,-0.6300790060965009,-0.7027736918388422,-0.6854493212187687,-6.0
6,0.0,-1.0,-0.7170056601974736,-0.7128707567420223,-0.7118248180700524,-0.7150925225351971,-7.0
7,1.0,-1.0,-0.7018617360155617,-0.6301846393981664,-0.7027736918388422,-0.6854493212187687,-8.0
8,2.0,-1.0,-0.7170056601974736,-0.7128707567420223,-0.7154475612504677,-0.7150925225351971,-9.0
9,3.0,-1.0,-0.25777075970583196,-0.08233237345732265,-0.24313546910486222,-0.26731674169100816,-10.0
10,1.0,-1.0,-0.7170056601974736,-0.717507112997544,-0.7154475612504677,-0.7150925225351971,-11.0
11,2.0,1.0,-0.32424670566904606,-0.3226546536636726,-0.18415702052361926,-0.3232252822612119,-10.0
