,ACTION,REWARD,A0,A1,A2,A3,V
0,1.0,-1.0,-1.8028352004432044,-1.7765952247139272,-1.6736674949479053,-1.7947553945128483,-1.0
1,1.0,-1.0,-1.3902131222349654,-1.3891576380277972,-1.3853617494364117,-1.3861809972604993,-2.0
2,2.0,-1.0,-0.9228727546414972,-0.907172700607966,-0.8806801466916057,-0.9073914538333656,-3.0
3,2.0,-1.0,-0.8170119198386524,-0.8146769568993094,-0.7894845197876045,-0.820755704100323,-4.0
4,2.0,-1.0,-0.8173724933017763,-0.7991121534861818,-0.45381964379339557,-0.8482069305131594,-5.0
5,1.0,1.0,-0.3651222726284922,0.8033250551197512,-0.32998852268722767,-0.4895872228941619,-4.0
