,ACTION,REWARD,A0,A1,A2,A3,V
0,2.0,-1.0,-1.8028352004432044,-1.762371856220824,-1.4964202546866001,-1.7872971901905386,-1.0
1,1.0,-1.0,-1.3824217694925591,-1.3635584982332238,-1.3770338657728218,-1.4125840882355973,-2.0
2,0.0,-1.0,-1.0736764454173604,-1.0639287056854636,-1.0640405446838737,-1.0782939205559967,-3.0
3,1.0,-1.0,-1.3824217694925591,-1.3694982716020607,-1.3770338657728218,-1.4125840882355973,-4.0
4,1.0,-1.0,-1.0736764454173604,-1.0604974149267814,-1.0640405446838737,-1.0782939205559967,-5.0
5,3.0,-1.0,-0.8054904595318156,-0.8076470108752427,-0.8042243319397626,-0.8108794741416233,-6.0
6,2.0,-1.0,-0.9228727546414972,-0.907172700607966,-0.8872249666795382,-0.9073914538333656,-7.0
7,2.0,-1.0,-0.8054904595318156,-0.8076470108752427,-0.8118887079583257,-0.8108794741416233,-8.0
8,2.0,-1.0,-0.8078372880839468,-0.7874774495511332,-0.6310827611758711,-0.822520675546502,-9.0
9,1.0,1.0,-0.3565113877791606,0.7409902599788056,-0.33119066781062373,-0.44898945198925666,-8.0
