,ACTION,REWARD,A0,A1,A2,A3,V
0,0.0,-1.0,-1.6942891238491125,-1.6781819734353285,-1.6743248584153618,-1.6735472676530465,-1.0
1,3.0,-1.0,-1.6942891238491125,-1.6781819734353285,-1.6743248584153618,-1.6818737203853935,-2.0
2,2.0,-1.0,-1.6942891238491125,-1.6781819734353285,-1.6788286532509198,-1.6818737203853935,-3.0
3,3.0,-1.0,-1.2529066749684927,-1.2534749282465494,-1.2501269491050273,-1.2622784139291943,-4.0
4,1.0,-1.0,-1.6942891238491125,-1.6830555392658002,-1.6788286532509198,-1.6818737203853935,-5.0
5,0.0,-1.0,-1.3072018700100183,-1.2968318804864782,-1.2981044102060983,-1.3085679544809496,-6.0
6,2.0,-1.0,-1.6942891238491125,-1.6830555392658002,-1.6732915092603557,-1.6818737203853935,-7.0
7,2.0,-1.0,-1.2529066749684927,-1.2534749282465494,-1.2545635406704914,-1.2622784139291943,-8.0
8,1.0,-1.0,-0.8703084946710392,-0.7688359418218121,-0.8932391772441156,-0.8824692332605167,-9.0
9,1.0,-1.0,-0.7018617360155617,-0.6386045463154554,-0.7027736918388422,-0.6854493212187687,-10.0
10,2.0,-1.0,-0.683581923443052,-0.6713539126930621,-0.5265323118369476,-0.6695194197361984,-11.0
11,2.0,-1.0,-0.24575204245448623,-0.21218540478437942,-0.20668649997539573,-0.22793914558611145,-12.0
12,2.0,-1.0,-0.24575204245448623,-0.21218540478437942,-0.20647981347542033,-0.22793914558611145,-13.0
13,2.0,-1.0,-0.24575204245448623,-0.21218540478437942,-0.20627333366194492,-0.22793914558611145,-14.0
14,1.0,1.0,-0.24575204245448623,-0.22006355073653563,-0.20627333366194492,-0.22793914558611145,-13.0
