,ACTION,REWARD,A0,A1,A2,A3,V
0,1.0,-1.0,-0.7142948981285059,-0.713731249125991,-0.7111781897410141,-0.7089366478391242,-1.0
1,3.0,-1.0,-0.5478365567196761,-0.5505293182229786,-0.5473903173785823,-0.5522559085283287,-2.0
2,2.0,-1.0,-0.5478365567196761,-0.5505293182229786,-0.5458815336416294,-0.5522559085283287,-3.0
3,1.0,-1.0,-0.4405688263147662,-0.44373022095573067,-0.444709161741144,-0.442567440865582,-4.0
4,3.0,-1.0,-0.3403711495788308,-0.33971062942053043,-0.3382849702800311,-0.3417964383887832,-5.0
5,1.0,-1.0,-0.39137424383738273,-0.3907721086595394,-0.38836184506162896,-0.38958527828974704,-6.0
6,1.0,-1.0,-0.2991350358530428,-0.30469683724387137,-0.2993979916971192,-0.30415483247710856,-7.0
7,0.0,-1.0,-0.30963894210006704,-0.30469683724387137,-0.2993979916971192,-0.30415483247710856,-8.0
8,2.0,-1.0,-0.39137424383738273,-0.3907721086595394,-0.39752279134353297,-0.38958527828974704,-9.0
9,2.0,-1.0,-0.3403711495788308,-0.33971062942053043,-0.336878027005971,-0.3417964383887832,-10.0
10,1.0,-1.0,-0.23038199523446845,-0.2274043346289724,-0.22159774013563033,-0.22215057053293577,-11.0
11,2.0,1.0,-0.1538072576679418,-0.1382342385684622,-0.016009021430677443,-0.13600405383177722,-10.0
