,ACTION,REWARD,A0,A1,A2,A3,V
0,3.0,-1.0,-0.8739664121787405,-0.8765026818870154,-0.8764653125095734,-0.8823587019030684,-1.0
1,0.0,-1.0,-0.8830924457665618,-0.8765026818870154,-0.8764653125095734,-0.8823587019030684,-2.0
2,2.0,-1.0,-0.8830924457665618,-0.8765026818870154,-0.88338442111521,-0.8823587019030684,-3.0
3,2.0,-1.0,-0.6339353341384226,-0.635231539638774,-0.6397498832472752,-0.6428172616436392,-4.0
4,0.0,-1.0,-0.5135063082052506,-0.511417629669588,-0.506603702137364,-0.5145949510735074,-5.0
5,2.0,-1.0,-0.5135063082052506,-0.511417629669588,-0.5153958956067618,-0.5145949510735074,-6.0
6,2.0,-1.0,-0.4294295228773442,-0.43494639721874523,-0.42826358447562624,-0.43897316821633675,-7.0
7,2.0,-1.0,-0.4294295228773442,-0.43494639721874523,-0.4378353208911506,-0.43897316821633675,-8.0
8,0.0,-1.0,-0.4390000933544669,-0.43494639721874523,-0.4378353208911506,-0.43897316821633675,-9.0
9,1.0,-1.0,-0.4390000933544669,-0.4334110685787382,-0.4378353208911506,-0.43897316821633675,-10.0
10,1.0,-1.0,-0.3128523071333217,-0.31843780942066013,-0.31383949432109925,-0.3217364078172028,-11.0
11,1.0,1.0,-0.11639885200259141,0.13287848311006129,-0.13670625010807036,-0.10418224999820233,-10.0
