,ACTION,REWARD,A0,A1,A2,A3,V
0,1.0,-1.0,-0.4190432322312056,-0.42525897272008273,-0.4230429698004025,-0.41956120086425774,-1.0
1,2.0,-1.0,-0.31457974149799955,-0.30939662986460215,-0.3138245575485155,-0.30488955243770577,-2.0
2,1.0,-1.0,-0.2560483401518745,-0.25891908510879563,-0.25698143613597435,-0.25402663276987747,-3.0
3,3.0,-1.0,-0.19355452141345506,-0.19346905929226108,-0.19776927612813341,-0.20107300045593285,-4.0
4,3.0,-1.0,-0.22662980462858442,-0.22191761574402344,-0.2225229292449728,-0.2170156311468576,-5.0
5,3.0,-1.0,-0.22662980462858442,-0.22191761574402344,-0.2225229292449728,-0.22679861551571073,-6.0
6,1.0,-1.0,-0.22662980462858442,-0.22107126443367695,-0.2225229292449728,-0.22679861551571073,-7.0
7,0.0,-1.0,-0.15300037456021365,-0.1583895214659592,-0.15661516107245307,-0.15825467800575152,-8.0
8,1.0,-1.0,-0.22662980462858442,-0.2302375551603821,-0.2225229292449728,-0.22679861551571073,-9.0
9,0.0,-1.0,-0.16347307717781626,-0.1583895214659592,-0.15661516107245307,-0.15825467800575152,-10.0
10,2.0,-1.0,-0.22662980462858442,-0.2302375551603821,-0.22203892148615342,-0.22679861551571073,-11.0
11,1.0,-1.0,-0.19355452141345506,-0.1928730906306014,-0.19776927612813341,-0.20107300045593285,-12.0
12,1.0,-1.0,-0.15236407451177658,-0.15859813437018627,-0.1514831912031568,-0.14965808130411573,-13.0
13,3.0,-1.0,-0.15236407451177658,-0.15859813437018627,-0.1514831912031568,-0.14957103694072665,-14.0
14,2.0,-1.0,-0.16347307717781626,-0.1583895214659592,-0.1663951487941951,-0.15825467800575152,-15.0
15,3.0,-1.0,-0.15236407451177658,-0.15859813437018627,-0.1514831912031568,-0.15949961867337115,-16.0
16,3.0,-1.0,-0.16347307717781626,-0.1583895214659592,-0.1663951487941951,-0.16809642332774577,-17.0
17,1.0,-1.0,-0.16347307717781626,-0.16823113194449324,-0.1663951487941951,-0.16809642332774577,-18.0
18,0.0,-1.0,-0.17383669669941348,-0.16823113194449324,-0.1663951487941951,-0.16809642332774577,-19.0
19,2.0,-1.0,-0.22662980462858442,-0.2302375551603821,-0.2315543900869673,-0.22679861551571073,-20.0
20,3.0,-1.0,-0.19355452141345506,-0.1928730906306014,-0.19776927612813341,-0.2111019386930308,-21.0
21,3.0,-1.0,-0.22662980462858442,-0.2302375551603821,-0.2315543900869673,-0.23657029760221088,-22.0
22,0.0,-1.0,-0.22710751255423794,-0.2302375551603821,-0.2315543900869673,-0.23657029760221088,-23.0
23,3.0,-1.0,-0.31457974149799955,-0.30939662986460215,-0.3138245575485155,-0.31458466288526804,-24.0
24,1.0,-1.0,-0.31457974149799955,-0.31834663117894424,-0.3138245575485155,-0.31458466288526804,-25.0
25,0.0,-1.0,-0.2376608584466322,-0.2302375551603821,-0.2315543900869673,-0.23657029760221088,-26.0
26,2.0,-1.0,-0.31457974149799955,-0.31834663117894424,-0.32297255166795924,-0.31458466288526804,-27.0
27,3.0,-1.0,-0.2560483401518745,-0.25891908510879563,-0.25698143613597435,-0.2643175841156607,-28.0
28,2.0,-1.0,-0.31457974149799955,-0.31834663117894424,-0.3320472612126465,-0.31458466288526804,-29.0
29,0.0,-1.0,-0.2663055852354735,-0.25891908510879563,-0.25698143613597435,-0.2643175841156607,-30.0
30,0.0,-1.0,-0.31276786184806554,-0.3211759939445062,-0.3155598940038981,-0.322276467056184,-31.0
31,0.0,-1.0,-0.32245509398621747,-0.3211759939445062,-0.3155598940038981,-0.322276467056184,-32.0
32,2.0,-1.0,-0.32245509398621747,-0.3211759939445062,-0.3246020620132643,-0.322276467056184,-33.0
33,1.0,-1.0,-0.24640644716639987,-0.25363798181419045,-0.25287489550686426,-0.25086534394010107,-34.0
34,1.0,-1.0,-0.21905442205575082,-0.20833508651494745,-0.21217203329405862,-0.21281135753204866,-35.0
35,3.0,-1.0,-0.13414850579167273,-0.13480627587211438,-0.13462711102783256,-0.13682508104875532,-36.0
36,1.0,-1.0,-0.19355452141345506,-0.2023077084451238,-0.19776927612813341,-0.2111019386930308,-37.0
37,3.0,-1.0,-0.15236407451177658,-0.15859813437018627,-0.1514831912031568,-0.16940217882578518,-38.0
38,2.0,-1.0,-0.17383669669941348,-0.16823113194449324,-0.17609454602708155,-0.16809642332774577,-39.0
39,2.0,-1.0,-0.15236407451177658,-0.15859813437018627,-0.16068423589441877,-0.16940217882578518,-40.0
40,1.0,-1.0,-0.09116986058447854,-0.08946230296558454,-0.08218422849174377,-0.08264763549955365,-41.0
41,2.0,1.0,-0.09116986058447854,-0.08946230296558454,-0.09136238620682632,-0.08264763549955365,-40.0
