,ACTION,REWARD,A0,A1,A2,A3,V
0,3.0,-1.0,-1.0697261474301345,-1.0698430798645924,-1.070138145507205,-1.0777860699822288,-1.0
1,0.0,-1.0,-1.0786564212827043,-1.0698430798645924,-1.070138145507205,-1.0777860699822288,-2.0
2,3.0,-1.0,-1.0786564212827043,-1.0698430798645924,-1.070138145507205,-1.0766367970011879,-3.0
3,1.0,-1.0,-1.0786564212827043,-1.076398504120341,-1.070138145507205,-1.0766367970011879,-4.0
4,1.0,-1.0,-0.8139432065251351,-0.8129696175649057,-0.8060794408415897,-0.8090796551465905,-5.0
5,3.0,-1.0,-0.5669734736227642,-0.5688000695909768,-0.5609790576040895,-0.5700573355473385,-6.0
6,2.0,-1.0,-0.5669734736227642,-0.5688000695909768,-0.5698345710703925,-0.5700573355473385,-7.0
7,2.0,-1.0,-0.49945301696828415,-0.5044627791304106,-0.49430981417529674,-0.5036228445906641,-8.0
8,0.0,-1.0,-0.34833943558028735,-0.35389861072314766,-0.3542370463154101,-0.35362112849359767,-9.0
9,3.0,-1.0,-0.5019019648189508,-0.4971542366240016,-0.49546309172310093,-0.5044140388483862,-10.0
10,2.0,-1.0,-0.6936191850058172,-0.6862272130016961,-0.6806606767404324,-0.6930274921140189,-11.0
11,2.0,-1.0,-0.5019019648189508,-0.4971542366240016,-0.49400870707873745,-0.5044140388483862,-12.0
12,1.0,-1.0,-0.4020116605465311,-0.3956589612443314,-0.4087655029087513,-0.39546406139919454,-13.0
13,1.0,1.0,-0.14038786907873974,-0.07950583517915008,-0.13670625010807036,-0.11574263912665703,-12.0
