,ACTION,REWARD,A0,A1,A2,A3,V
0,2.0,-1.0,-1.3105443833295045,-1.3124158315309777,-1.3028620721647108,-1.3098222251790608,-1.0
1,3.0,-1.0,-0.9943693589080962,-0.9916590512584152,-0.9918385974509054,-1.0009559539977784,-2.0
2,2.0,-1.0,-1.3105443833295045,-1.3124158315309777,-1.3087583829043894,-1.3098222251790608,-3.0
3,1.0,-1.0,-0.9943693589080962,-0.9894276808300869,-0.9918385974509054,-1.0009559539977784,-4.0
4,1.0,-1.0,-0.8596310636448969,-0.8611761034498655,-0.8540794278967115,-0.8746818370805782,-5.0
5,2.0,-1.0,-0.6562420340666406,-0.6632086236481892,-0.6424317193261713,-0.6691056090274347,-6.0
6,3.0,-1.0,-0.4732466284056738,-0.4709978334427756,-0.47041958462230826,-0.4803514125032956,-7.0
7,2.0,-1.0,-0.6562420340666406,-0.6632086236481892,-0.6502411783945103,-0.6691056090274347,-8.0
8,2.0,-1.0,-0.4732466284056738,-0.4709978334427756,-0.47696062472971146,-0.4803514125032956,-9.0
9,1.0,1.0,-0.19310876986777914,-0.1269759548988911,-0.19366273046311636,-0.1891747632148242,-8.0
