,ACTION,REWARD,A0,A1,A2,A3,V
0,2.0,-1.0,-1.8033823867865022,-1.8295549427086975,-0.6658331235206533,-1.8115275294599682,-1.0
1,2.0,-1.0,-1.489343890057143,-1.518587435567746,-0.5772188762607788,-1.5205979640366662,-2.0
2,1.0,-1.0,-1.1759463866222148,-0.4720693867391196,-1.1675263581197404,-1.1755403523236556,-3.0
3,1.0,-1.0,-0.9662874740810468,-0.29043341017231,-0.8916065119505915,-1.0031554467542758,-4.0
4,2.0,-1.0,-0.8595844026784177,-0.8310300370449029,-0.19781723587883265,-0.951965689099079,-5.0
5,1.0,1.0,-0.4206968808878269,0.8815586338191777,-0.3195257904741632,-0.5455463575421692,-4.0
