,ACTION,REWARD,A0,A1,A2,A3,V
0,2.0,-1.0,-1.7966138990066267,-1.77321072142432,-1.0815767893950576,-1.7872971901905386,-1.0
1,2.0,-1.0,-1.3485345764713232,-1.365378069106931,-0.8724104011373595,-1.3690646616965878,-2.0
2,2.0,-1.0,-0.9372276250398217,-0.9352749645801813,-0.9269110198838375,-0.9370702446978239,-3.0
3,3.0,-1.0,-0.7290756370369198,-0.7296731813855667,-0.7330310832005971,-0.7493190562048282,-4.0
4,2.0,-1.0,-0.9372276250398217,-0.9352749645801813,-0.9342035904183315,-0.9370702446978239,-5.0
5,0.0,-1.0,-0.7283465613998829,-0.7296731813855667,-0.7330310832005971,-0.7493190562048282,-6.0
6,0.0,-1.0,-0.737618214838483,-0.7296731813855667,-0.7330310832005971,-0.7493190562048282,-7.0
7,1.0,-1.0,-0.737618214838483,-0.7257663214568414,-0.7330310832005971,-0.7493190562048282,-8.0
8,1.0,-1.0,-0.5910589782822,-0.3770308407666268,-0.5747799722417906,-0.5552752494512366,-9.0
9,3.0,-1.0,-0.3472941447770738,0.6505629553010769,-0.3307394007384243,-0.44898945198925666,-10.0
10,2.0,-1.0,-0.8078372880839468,-0.7874774495511332,-0.673156523260936,-0.822520675546502,-11.0
11,1.0,1.0,-0.3472941447770738,0.6340573257480662,-0.3307394007384243,-0.44898945198925666,-10.0
