,ACTION,REWARD,A0,A1,A2,A3,V
0,2.0,-1.0,-0.44767588391884616,-0.44233048662566765,-0.45723850097946583,-0.44827378552570635,-1.0
1,2.0,-1.0,-0.331810506253339,-0.3393869751983866,-0.33357369941762927,-0.3336770708659168,-2.0
2,0.0,-1.0,-0.2561600407192335,-0.25363798181419045,-0.25287489550686426,-0.25086534394010107,-3.0
3,3.0,-1.0,-0.2561600407192335,-0.25363798181419045,-0.25287489550686426,-0.2613429850569801,-4.0
4,0.0,-1.0,-0.34147869574708567,-0.3393869751983866,-0.33357369941762927,-0.3336770708659168,-5.0
5,2.0,-1.0,-0.34147869574708567,-0.3393869751983866,-0.33251383648301475,-0.3336770708659168,-6.0
6,2.0,-1.0,-0.2561600407192335,-0.25363798181419045,-0.2524067000670392,-0.2613429850569801,-7.0
7,1.0,-1.0,-0.23689775212626904,-0.24707877420153557,-0.23711737626136903,-0.22895039058261682,-8.0
8,0.0,-1.0,-0.1739943044639754,-0.16976234857131423,-0.16808982375435955,-0.17367979280351076,-9.0
9,3.0,-1.0,-0.23689775212626904,-0.24707877420153557,-0.23711737626136903,-0.238932546977394,-10.0
10,2.0,-1.0,-0.2561600407192335,-0.25363798181419045,-0.2620147128355052,-0.2613429850569801,-11.0
11,0.0,-1.0,-0.24666085437414276,-0.24707877420153557,-0.23711737626136903,-0.238932546977394,-12.0
12,2.0,-1.0,-0.24666085437414276,-0.24707877420153557,-0.24688025888510767,-0.238932546977394,-13.0
13,3.0,-1.0,-0.24666085437414276,-0.24707877420153557,-0.24688025888510767,-0.24882596334394777,-14.0
14,1.0,-1.0,-0.2561600407192335,-0.2630730917945503,-0.2620147128355052,-0.2613429850569801,-15.0
15,3.0,-1.0,-0.21905442205575082,-0.2264961254791543,-0.22151872497484285,-0.23325513470167467,-16.0
16,3.0,-1.0,-0.2765446252289947,-0.27717460659965465,-0.275580902827534,-0.28481138568538705,-17.0
17,3.0,-1.0,-0.3252915617840103,-0.3261417773668716,-0.3411235388676393,-0.3339458081441604,-18.0
18,0.0,-1.0,-0.3260196205458012,-0.3261417773668716,-0.3411235388676393,-0.3339458081441604,-19.0
19,2.0,-1.0,-0.44767588391884616,-0.44233048662566765,-0.4656587404980183,-0.44827378552570635,-20.0
20,2.0,-1.0,-0.34147869574708567,-0.3393869751983866,-0.3414941384846577,-0.3336770708659168,-21.0
21,0.0,-1.0,-0.2659038806785142,-0.2630730917945503,-0.2620147128355052,-0.2613429850569801,-22.0
