Episode,Length,Reward,IMG,LOG
1,25,-23,frames/image1.gif,frames/log1.csv
2,20,-18,frames/image2.gif,frames/log2.csv
3,96,-94,frames/image3.gif,frames/log3.csv
4,74,-72,frames/image4.gif,frames/log4.csv
5,29,-27,frames/image5.gif,frames/log5.csv
6,15,-13,frames/image6.gif,frames/log6.csv
7,79,-77,frames/image7.gif,frames/log7.csv
8,13,-11,frames/image8.gif,frames/log8.csv
9,11,-9,frames/image9.gif,frames/log9.csv
10,55,-53,frames/image10.gif,frames/log10.csv
11,50,-48,frames/image11.gif,frames/log11.csv
12,11,-9,frames/image12.gif,frames/log12.csv
13,19,-17,frames/image13.gif,frames/log13.csv
14,70,-68,frames/image14.gif,frames/log14.csv
15,14,-12,frames/image15.gif,frames/log15.csv
16,29,-27,frames/image16.gif,frames/log16.csv
17,23,-21,frames/image17.gif,frames/log17.csv
18,11,-9,frames/image18.gif,frames/log18.csv
19,65,-63,frames/image19.gif,frames/log19.csv
20,41,-39,frames/image20.gif,frames/log20.csv
21,29,-27,frames/image21.gif,frames/log21.csv
22,55,-53,frames/image22.gif,frames/log22.csv
23,39,-37,frames/image23.gif,frames/log23.csv
24,126,-124,frames/image24.gif,frames/log24.csv
25,59,-57,frames/image25.gif,frames/log25.csv
26,37,-35,frames/image26.gif,frames/log26.csv
27,39,-37,frames/image27.gif,frames/log27.csv
28,67,-65,frames/image28.gif,frames/log28.csv
29,57,-55,frames/image29.gif,frames/log29.csv
30,79,-77,frames/image30.gif,frames/log30.csv
31,43,-41,frames/image31.gif,frames/log31.csv
32,56,-54,frames/image32.gif,frames/log32.csv
33,17,-15,frames/image33.gif,frames/log33.csv
34,35,-33,frames/image34.gif,frames/log34.csv
35,50,-48,frames/image35.gif,frames/log35.csv
36,10,-8,frames/image36.gif,frames/log36.csv
37,42,-40,frames/image37.gif,frames/log37.csv
38,42,-40,frames/image38.gif,frames/log38.csv
39,17,-15,frames/image39.gif,frames/log39.csv
40,52,-50,frames/image40.gif,frames/log40.csv
41,53,-51,frames/image41.gif,frames/log41.csv
42,34,-32,frames/image42.gif,frames/log42.csv
43,43,-41,frames/image43.gif,frames/log43.csv
44,47,-45,frames/image44.gif,frames/log44.csv
45,20,-18,frames/image45.gif,frames/log45.csv
46,89,-87,frames/image46.gif,frames/log46.csv
47,13,-11,frames/image47.gif,frames/log47.csv
48,30,-28,frames/image48.gif,frames/log48.csv
49,21,-19,frames/image49.gif,frames/log49.csv
50,39,-37,frames/image50.gif,frames/log50.csv
51,11,-9,frames/image51.gif,frames/log51.csv
52,63,-61,frames/image52.gif,frames/log52.csv
53,31,-29,frames/image53.gif,frames/log53.csv
54,30,-28,frames/image54.gif,frames/log54.csv
55,28,-26,frames/image55.gif,frames/log55.csv
56,15,-13,frames/image56.gif,frames/log56.csv
57,52,-50,frames/image57.gif,frames/log57.csv
58,30,-28,frames/image58.gif,frames/log58.csv
59,6,-4,frames/image59.gif,frames/log59.csv
60,34,-32,frames/image60.gif,frames/log60.csv
61,30,-28,frames/image61.gif,frames/log61.csv
62,28,-26,frames/image62.gif,frames/log62.csv
63,13,-11,frames/image63.gif,frames/log63.csv
64,55,-53,frames/image64.gif,frames/log64.csv
65,36,-34,frames/image65.gif,frames/log65.csv
66,11,-9,frames/image66.gif,frames/log66.csv
67,8,-6,frames/image67.gif,frames/log67.csv
68,9,-7,frames/image68.gif,frames/log68.csv
69,24,-22,frames/image69.gif,frames/log69.csv
70,30,-28,frames/image70.gif,frames/log70.csv
71,11,-9,frames/image71.gif,frames/log71.csv
72,22,-20,frames/image72.gif,frames/log72.csv
73,29,-27,frames/image73.gif,frames/log73.csv
74,18,-16,frames/image74.gif,frames/log74.csv
75,12,-10,frames/image75.gif,frames/log75.csv
76,20,-18,frames/image76.gif,frames/log76.csv
77,13,-11,frames/image77.gif,frames/log77.csv
78,14,-12,frames/image78.gif,frames/log78.csv
79,12,-10,frames/image79.gif,frames/log79.csv
80,14,-12,frames/image80.gif,frames/log80.csv
81,10,-8,frames/image81.gif,frames/log81.csv
82,10,-8,frames/image82.gif,frames/log82.csv
83,51,-49,frames/image83.gif,frames/log83.csv
84,18,-16,frames/image84.gif,frames/log84.csv
85,19,-17,frames/image85.gif,frames/log85.csv
86,21,-19,frames/image86.gif,frames/log86.csv
87,20,-18,frames/image87.gif,frames/log87.csv
88,8,-6,frames/image88.gif,frames/log88.csv
89,48,-46,frames/image89.gif,frames/log89.csv
90,19,-17,frames/image90.gif,frames/log90.csv
91,24,-22,frames/image91.gif,frames/log91.csv
92,19,-17,frames/image92.gif,frames/log92.csv
93,24,-22,frames/image93.gif,frames/log93.csv
94,36,-34,frames/image94.gif,frames/log94.csv
95,11,-9,frames/image95.gif,frames/log95.csv
96,13,-11,frames/image96.gif,frames/log96.csv
97,15,-13,frames/image97.gif,frames/log97.csv
98,24,-22,frames/image98.gif,frames/log98.csv
99,13,-11,frames/image99.gif,frames/log99.csv
100,13,-11,frames/image100.gif,frames/log100.csv
101,13,-11,frames/image101.gif,frames/log101.csv
102,23,-21,frames/image102.gif,frames/log102.csv
103,7,-5,frames/image103.gif,frames/log103.csv
104,12,-10,frames/image104.gif,frames/log104.csv
105,10,-8,frames/image105.gif,frames/log105.csv
106,22,-20,frames/image106.gif,frames/log106.csv
107,11,-9,frames/image107.gif,frames/log107.csv
108,23,-21,frames/image108.gif,frames/log108.csv
109,43,-41,frames/image109.gif,frames/log109.csv
110,10,-8,frames/image110.gif,frames/log110.csv
111,8,-6,frames/image111.gif,frames/log111.csv
112,17,-15,frames/image112.gif,frames/log112.csv
113,8,-6,frames/image113.gif,frames/log113.csv
114,12,-10,frames/image114.gif,frames/log114.csv
115,18,-16,frames/image115.gif,frames/log115.csv
116,14,-12,frames/image116.gif,frames/log116.csv
117,11,-9,frames/image117.gif,frames/log117.csv
118,6,-4,frames/image118.gif,frames/log118.csv
119,21,-19,frames/image119.gif,frames/log119.csv
120,38,-36,frames/image120.gif,frames/log120.csv
121,17,-15,frames/image121.gif,frames/log121.csv
122,15,-13,frames/image122.gif,frames/log122.csv
123,10,-8,frames/image123.gif,frames/log123.csv
124,19,-17,frames/image124.gif,frames/log124.csv
125,9,-7,frames/image125.gif,frames/log125.csv
126,23,-21,frames/image126.gif,frames/log126.csv
127,6,-4,frames/image127.gif,frames/log127.csv
128,11,-9,frames/image128.gif,frames/log128.csv
129,30,-28,frames/image129.gif,frames/log129.csv
130,7,-5,frames/image130.gif,frames/log130.csv
131,17,-15,frames/image131.gif,frames/log131.csv
132,38,-36,frames/image132.gif,frames/log132.csv
133,19,-17,frames/image133.gif,frames/log133.csv
134,7,-5,frames/image134.gif,frames/log134.csv
135,12,-10,frames/image135.gif,frames/log135.csv
136,22,-20,frames/image136.gif,frames/log136.csv
137,6,-4,frames/image137.gif,frames/log137.csv
138,18,-16,frames/image138.gif,frames/log138.csv
139,16,-14,frames/image139.gif,frames/log139.csv
140,17,-15,frames/image140.gif,frames/log140.csv
141,20,-18,frames/image141.gif,frames/log141.csv
142,23,-21,frames/image142.gif,frames/log142.csv
143,14,-12,frames/image143.gif,frames/log143.csv
144,21,-19,frames/image144.gif,frames/log144.csv
145,7,-5,frames/image145.gif,frames/log145.csv
146,15,-13,frames/image146.gif,frames/log146.csv
147,7,-5,frames/image147.gif,frames/log147.csv
148,17,-15,frames/image148.gif,frames/log148.csv
149,29,-27,frames/image149.gif,frames/log149.csv
150,8,-6,frames/image150.gif,frames/log150.csv
151,43,-41,frames/image151.gif,frames/log151.csv
152,16,-14,frames/image152.gif,frames/log152.csv
153,6,-4,frames/image153.gif,frames/log153.csv
154,14,-12,frames/image154.gif,frames/log154.csv
155,9,-7,frames/image155.gif,frames/log155.csv
156,26,-24,frames/image156.gif,frames/log156.csv
157,11,-9,frames/image157.gif,frames/log157.csv
158,16,-14,frames/image158.gif,frames/log158.csv
159,32,-30,frames/image159.gif,frames/log159.csv
160,44,-42,frames/image160.gif,frames/log160.csv
161,58,-56,frames/image161.gif,frames/log161.csv
162,6,-4,frames/image162.gif,frames/log162.csv
163,21,-19,frames/image163.gif,frames/log163.csv
164,8,-6,frames/image164.gif,frames/log164.csv
165,16,-14,frames/image165.gif,frames/log165.csv
166,14,-12,frames/image166.gif,frames/log166.csv
167,23,-21,frames/image167.gif,frames/log167.csv
168,10,-8,frames/image168.gif,frames/log168.csv
169,16,-14,frames/image169.gif,frames/log169.csv
170,12,-10,frames/image170.gif,frames/log170.csv
171,10,-8,frames/image171.gif,frames/log171.csv
172,22,-20,frames/image172.gif,frames/log172.csv
173,14,-12,frames/image173.gif,frames/log173.csv
174,8,-6,frames/image174.gif,frames/log174.csv
175,20,-18,frames/image175.gif,frames/log175.csv
176,16,-14,frames/image176.gif,frames/log176.csv
177,11,-9,frames/image177.gif,frames/log177.csv
178,13,-11,frames/image178.gif,frames/log178.csv
179,19,-17,frames/image179.gif,frames/log179.csv
180,40,-38,frames/image180.gif,frames/log180.csv
181,8,-6,frames/image181.gif,frames/log181.csv
182,29,-27,frames/image182.gif,frames/log182.csv
183,34,-32,frames/image183.gif,frames/log183.csv
184,20,-18,frames/image184.gif,frames/log184.csv
185,33,-31,frames/image185.gif,frames/log185.csv
186,16,-14,frames/image186.gif,frames/log186.csv
187,9,-7,frames/image187.gif,frames/log187.csv
188,44,-42,frames/image188.gif,frames/log188.csv
189,15,-13,frames/image189.gif,frames/log189.csv
190,18,-16,frames/image190.gif,frames/log190.csv
191,45,-43,frames/image191.gif,frames/log191.csv
192,9,-7,frames/image192.gif,frames/log192.csv
193,7,-5,frames/image193.gif,frames/log193.csv
194,21,-19,frames/image194.gif,frames/log194.csv
195,19,-17,frames/image195.gif,frames/log195.csv
196,15,-13,frames/image196.gif,frames/log196.csv
197,29,-27,frames/image197.gif,frames/log197.csv
198,7,-5,frames/image198.gif,frames/log198.csv
199,7,-5,frames/image199.gif,frames/log199.csv
200,18,-16,frames/image200.gif,frames/log200.csv
201,7,-5,frames/image201.gif,frames/log201.csv
202,61,-59,frames/image202.gif,frames/log202.csv
203,13,-11,frames/image203.gif,frames/log203.csv
204,16,-14,frames/image204.gif,frames/log204.csv
205,9,-7,frames/image205.gif,frames/log205.csv
206,6,-4,frames/image206.gif,frames/log206.csv
207,23,-21,frames/image207.gif,frames/log207.csv
208,22,-20,frames/image208.gif,frames/log208.csv
209,23,-21,frames/image209.gif,frames/log209.csv
210,12,-10,frames/image210.gif,frames/log210.csv
211,39,-37,frames/image211.gif,frames/log211.csv
212,28,-26,frames/image212.gif,frames/log212.csv
213,12,-10,frames/image213.gif,frames/log213.csv
214,53,-51,frames/image214.gif,frames/log214.csv
215,14,-12,frames/image215.gif,frames/log215.csv
216,45,-43,frames/image216.gif,frames/log216.csv
217,19,-17,frames/image217.gif,frames/log217.csv
218,12,-10,frames/image218.gif,frames/log218.csv
219,18,-16,frames/image219.gif,frames/log219.csv
220,18,-16,frames/image220.gif,frames/log220.csv
221,63,-61,frames/image221.gif,frames/log221.csv
222,31,-29,frames/image222.gif,frames/log222.csv
223,28,-26,frames/image223.gif,frames/log223.csv
224,17,-15,frames/image224.gif,frames/log224.csv
225,19,-17,frames/image225.gif,frames/log225.csv
226,12,-10,frames/image226.gif,frames/log226.csv
227,12,-10,frames/image227.gif,frames/log227.csv
228,8,-6,frames/image228.gif,frames/log228.csv
229,23,-21,frames/image229.gif,frames/log229.csv
230,23,-21,frames/image230.gif,frames/log230.csv
231,17,-15,frames/image231.gif,frames/log231.csv
232,22,-20,frames/image232.gif,frames/log232.csv
233,6,-4,frames/image233.gif,frames/log233.csv
234,8,-6,frames/image234.gif,frames/log234.csv
235,10,-8,frames/image235.gif,frames/log235.csv
236,21,-19,frames/image236.gif,frames/log236.csv
237,13,-11,frames/image237.gif,frames/log237.csv
238,21,-19,frames/image238.gif,frames/log238.csv
239,14,-12,frames/image239.gif,frames/log239.csv
240,20,-18,frames/image240.gif,frames/log240.csv
241,16,-14,frames/image241.gif,frames/log241.csv
242,16,-14,frames/image242.gif,frames/log242.csv
243,10,-8,frames/image243.gif,frames/log243.csv
244,6,-4,frames/image244.gif,frames/log244.csv
245,16,-14,frames/image245.gif,frames/log245.csv
246,12,-10,frames/image246.gif,frames/log246.csv
247,8,-6,frames/image247.gif,frames/log247.csv
248,14,-12,frames/image248.gif,frames/log248.csv
249,37,-35,frames/image249.gif,frames/log249.csv
250,23,-21,frames/image250.gif,frames/log250.csv
251,15,-13,frames/image251.gif,frames/log251.csv
252,16,-14,frames/image252.gif,frames/log252.csv
253,12,-10,frames/image253.gif,frames/log253.csv
254,19,-17,frames/image254.gif,frames/log254.csv
255,23,-21,frames/image255.gif,frames/log255.csv
256,6,-4,frames/image256.gif,frames/log256.csv
257,24,-22,frames/image257.gif,frames/log257.csv
258,8,-6,frames/image258.gif,frames/log258.csv
259,9,-7,frames/image259.gif,frames/log259.csv
260,8,-6,frames/image260.gif,frames/log260.csv
261,9,-7,frames/image261.gif,frames/log261.csv
262,30,-28,frames/image262.gif,frames/log262.csv
263,10,-8,frames/image263.gif,frames/log263.csv
264,20,-18,frames/image264.gif,frames/log264.csv
265,7,-5,frames/image265.gif,frames/log265.csv
266,6,-4,frames/image266.gif,frames/log266.csv
267,12,-10,frames/image267.gif,frames/log267.csv
268,26,-24,frames/image268.gif,frames/log268.csv
269,11,-9,frames/image269.gif,frames/log269.csv
270,17,-15,frames/image270.gif,frames/log270.csv
271,17,-15,frames/image271.gif,frames/log271.csv
272,8,-6,frames/image272.gif,frames/log272.csv
273,19,-17,frames/image273.gif,frames/log273.csv
274,9,-7,frames/image274.gif,frames/log274.csv
275,15,-13,frames/image275.gif,frames/log275.csv
276,19,-17,frames/image276.gif,frames/log276.csv
277,7,-5,frames/image277.gif,frames/log277.csv
278,8,-6,frames/image278.gif,frames/log278.csv
279,7,-5,frames/image279.gif,frames/log279.csv
280,24,-22,frames/image280.gif,frames/log280.csv
281,8,-6,frames/image281.gif,frames/log281.csv
282,9,-7,frames/image282.gif,frames/log282.csv
283,23,-21,frames/image283.gif,frames/log283.csv
284,6,-4,frames/image284.gif,frames/log284.csv
285,11,-9,frames/image285.gif,frames/log285.csv
286,12,-10,frames/image286.gif,frames/log286.csv
287,10,-8,frames/image287.gif,frames/log287.csv
288,7,-5,frames/image288.gif,frames/log288.csv
289,6,-4,frames/image289.gif,frames/log289.csv
290,11,-9,frames/image290.gif,frames/log290.csv
291,6,-4,frames/image291.gif,frames/log291.csv
292,8,-6,frames/image292.gif,frames/log292.csv
293,7,-5,frames/image293.gif,frames/log293.csv
294,13,-11,frames/image294.gif,frames/log294.csv
295,10,-8,frames/image295.gif,frames/log295.csv
296,7,-5,frames/image296.gif,frames/log296.csv
297,11,-9,frames/image297.gif,frames/log297.csv
298,16,-14,frames/image298.gif,frames/log298.csv
299,8,-6,frames/image299.gif,frames/log299.csv
300,8,-6,frames/image300.gif,frames/log300.csv
301,6,-4,frames/image301.gif,frames/log301.csv
302,7,-5,frames/image302.gif,frames/log302.csv
303,6,-4,frames/image303.gif,frames/log303.csv
304,6,-4,frames/image304.gif,frames/log304.csv
305,6,-4,frames/image305.gif,frames/log305.csv
306,9,-7,frames/image306.gif,frames/log306.csv
307,8,-6,frames/image307.gif,frames/log307.csv
308,10,-8,frames/image308.gif,frames/log308.csv
309,6,-4,frames/image309.gif,frames/log309.csv
310,8,-6,frames/image310.gif,frames/log310.csv
311,7,-5,frames/image311.gif,frames/log311.csv
312,13,-11,frames/image312.gif,frames/log312.csv
313,10,-8,frames/image313.gif,frames/log313.csv
314,6,-4,frames/image314.gif,frames/log314.csv
315,9,-7,frames/image315.gif,frames/log315.csv
316,8,-6,frames/image316.gif,frames/log316.csv
317,6,-4,frames/image317.gif,frames/log317.csv
318,20,-18,frames/image318.gif,frames/log318.csv
319,9,-7,frames/image319.gif,frames/log319.csv
320,7,-5,frames/image320.gif,frames/log320.csv
321,6,-4,frames/image321.gif,frames/log321.csv
322,6,-4,frames/image322.gif,frames/log322.csv
323,6,-4,frames/image323.gif,frames/log323.csv
324,10,-8,frames/image324.gif,frames/log324.csv
325,14,-12,frames/image325.gif,frames/log325.csv
326,10,-8,frames/image326.gif,frames/log326.csv
327,8,-6,frames/image327.gif,frames/log327.csv
328,9,-7,frames/image328.gif,frames/log328.csv
329,13,-11,frames/image329.gif,frames/log329.csv
330,9,-7,frames/image330.gif,frames/log330.csv
331,9,-7,frames/image331.gif,frames/log331.csv
332,6,-4,frames/image332.gif,frames/log332.csv
333,10,-8,frames/image333.gif,frames/log333.csv
334,16,-14,frames/image334.gif,frames/log334.csv
335,9,-7,frames/image335.gif,frames/log335.csv
336,8,-6,frames/image336.gif,frames/log336.csv
337,7,-5,frames/image337.gif,frames/log337.csv
338,16,-14,frames/image338.gif,frames/log338.csv
339,6,-4,frames/image339.gif,frames/log339.csv
340,8,-6,frames/image340.gif,frames/log340.csv
341,8,-6,frames/image341.gif,frames/log341.csv
342,8,-6,frames/image342.gif,frames/log342.csv
343,8,-6,frames/image343.gif,frames/log343.csv
344,7,-5,frames/image344.gif,frames/log344.csv
345,8,-6,frames/image345.gif,frames/log345.csv
346,8,-6,frames/image346.gif,frames/log346.csv
347,8,-6,frames/image347.gif,frames/log347.csv
348,8,-6,frames/image348.gif,frames/log348.csv
349,6,-4,frames/image349.gif,frames/log349.csv
350,11,-9,frames/image350.gif,frames/log350.csv
351,12,-10,frames/image351.gif,frames/log351.csv
352,11,-9,frames/image352.gif,frames/log352.csv
353,6,-4,frames/image353.gif,frames/log353.csv
354,25,-23,frames/image354.gif,frames/log354.csv
355,8,-6,frames/image355.gif,frames/log355.csv
356,9,-7,frames/image356.gif,frames/log356.csv
357,13,-11,frames/image357.gif,frames/log357.csv
358,7,-5,frames/image358.gif,frames/log358.csv
359,8,-6,frames/image359.gif,frames/log359.csv
360,6,-4,frames/image360.gif,frames/log360.csv
361,8,-6,frames/image361.gif,frames/log361.csv
362,6,-4,frames/image362.gif,frames/log362.csv
363,9,-7,frames/image363.gif,frames/log363.csv
364,6,-4,frames/image364.gif,frames/log364.csv
365,6,-4,frames/image365.gif,frames/log365.csv
366,6,-4,frames/image366.gif,frames/log366.csv
367,13,-11,frames/image367.gif,frames/log367.csv
368,6,-4,frames/image368.gif,frames/log368.csv
369,19,-17,frames/image369.gif,frames/log369.csv
370,9,-7,frames/image370.gif,frames/log370.csv
371,9,-7,frames/image371.gif,frames/log371.csv
372,6,-4,frames/image372.gif,frames/log372.csv
373,6,-4,frames/image373.gif,frames/log373.csv
374,11,-9,frames/image374.gif,frames/log374.csv
375,11,-9,frames/image375.gif,frames/log375.csv
376,8,-6,frames/image376.gif,frames/log376.csv
377,8,-6,frames/image377.gif,frames/log377.csv
378,12,-10,frames/image378.gif,frames/log378.csv
379,8,-6,frames/image379.gif,frames/log379.csv
380,8,-6,frames/image380.gif,frames/log380.csv
381,11,-9,frames/image381.gif,frames/log381.csv
382,8,-6,frames/image382.gif,frames/log382.csv
383,7,-5,frames/image383.gif,frames/log383.csv
384,6,-4,frames/image384.gif,frames/log384.csv
385,13,-11,frames/image385.gif,frames/log385.csv
386,10,-8,frames/image386.gif,frames/log386.csv
387,6,-4,frames/image387.gif,frames/log387.csv
388,10,-8,frames/image388.gif,frames/log388.csv
389,6,-4,frames/image389.gif,frames/log389.csv
390,7,-5,frames/image390.gif,frames/log390.csv
391,7,-5,frames/image391.gif,frames/log391.csv
392,7,-5,frames/image392.gif,frames/log392.csv
393,8,-6,frames/image393.gif,frames/log393.csv
394,8,-6,frames/image394.gif,frames/log394.csv
395,6,-4,frames/image395.gif,frames/log395.csv
396,8,-6,frames/image396.gif,frames/log396.csv
397,6,-4,frames/image397.gif,frames/log397.csv
398,8,-6,frames/image398.gif,frames/log398.csv
399,10,-8,frames/image399.gif,frames/log399.csv
400,7,-5,frames/image400.gif,frames/log400.csv
401,6,-4,frames/image401.gif,frames/log401.csv
402,6,-4,frames/image402.gif,frames/log402.csv
403,6,-4,frames/image403.gif,frames/log403.csv
404,6,-4,frames/image404.gif,frames/log404.csv
405,6,-4,frames/image405.gif,frames/log405.csv
406,6,-4,frames/image406.gif,frames/log406.csv
407,9,-7,frames/image407.gif,frames/log407.csv
408,6,-4,frames/image408.gif,frames/log408.csv
409,6,-4,frames/image409.gif,frames/log409.csv
410,8,-6,frames/image410.gif,frames/log410.csv
411,6,-4,frames/image411.gif,frames/log411.csv
412,6,-4,frames/image412.gif,frames/log412.csv
413,7,-5,frames/image413.gif,frames/log413.csv
414,7,-5,frames/image414.gif,frames/log414.csv
415,6,-4,frames/image415.gif,frames/log415.csv
416,6,-4,frames/image416.gif,frames/log416.csv
417,9,-7,frames/image417.gif,frames/log417.csv
418,6,-4,frames/image418.gif,frames/log418.csv
419,8,-6,frames/image419.gif,frames/log419.csv
420,6,-4,frames/image420.gif,frames/log420.csv
421,9,-7,frames/image421.gif,frames/log421.csv
422,6,-4,frames/image422.gif,frames/log422.csv
423,12,-10,frames/image423.gif,frames/log423.csv
424,6,-4,frames/image424.gif,frames/log424.csv
425,10,-8,frames/image425.gif,frames/log425.csv
426,6,-4,frames/image426.gif,frames/log426.csv
427,6,-4,frames/image427.gif,frames/log427.csv
428,6,-4,frames/image428.gif,frames/log428.csv
429,7,-5,frames/image429.gif,frames/log429.csv
430,7,-5,frames/image430.gif,frames/log430.csv
431,15,-13,frames/image431.gif,frames/log431.csv
432,11,-9,frames/image432.gif,frames/log432.csv
433,17,-15,frames/image433.gif,frames/log433.csv
434,12,-10,frames/image434.gif,frames/log434.csv
435,8,-6,frames/image435.gif,frames/log435.csv
436,11,-9,frames/image436.gif,frames/log436.csv
437,8,-6,frames/image437.gif,frames/log437.csv
438,7,-5,frames/image438.gif,frames/log438.csv
439,6,-4,frames/image439.gif,frames/log439.csv
440,6,-4,frames/image440.gif,frames/log440.csv
441,7,-5,frames/image441.gif,frames/log441.csv
442,10,-8,frames/image442.gif,frames/log442.csv
443,6,-4,frames/image443.gif,frames/log443.csv
444,6,-4,frames/image444.gif,frames/log444.csv
445,6,-4,frames/image445.gif,frames/log445.csv
446,6,-4,frames/image446.gif,frames/log446.csv
447,6,-4,frames/image447.gif,frames/log447.csv
448,8,-6,frames/image448.gif,frames/log448.csv
449,6,-4,frames/image449.gif,frames/log449.csv
450,6,-4,frames/image450.gif,frames/log450.csv
451,8,-6,frames/image451.gif,frames/log451.csv
452,8,-6,frames/image452.gif,frames/log452.csv
453,8,-6,frames/image453.gif,frames/log453.csv
454,6,-4,frames/image454.gif,frames/log454.csv
455,8,-6,frames/image455.gif,frames/log455.csv
456,6,-4,frames/image456.gif,frames/log456.csv
457,8,-6,frames/image457.gif,frames/log457.csv
458,6,-4,frames/image458.gif,frames/log458.csv
459,6,-4,frames/image459.gif,frames/log459.csv
460,6,-4,frames/image460.gif,frames/log460.csv
461,6,-4,frames/image461.gif,frames/log461.csv
462,6,-4,frames/image462.gif,frames/log462.csv
463,6,-4,frames/image463.gif,frames/log463.csv
464,10,-8,frames/image464.gif,frames/log464.csv
465,6,-4,frames/image465.gif,frames/log465.csv
466,6,-4,frames/image466.gif,frames/log466.csv
467,6,-4,frames/image467.gif,frames/log467.csv
468,6,-4,frames/image468.gif,frames/log468.csv
469,6,-4,frames/image469.gif,frames/log469.csv
470,7,-5,frames/image470.gif,frames/log470.csv
471,6,-4,frames/image471.gif,frames/log471.csv
472,6,-4,frames/image472.gif,frames/log472.csv
473,10,-8,frames/image473.gif,frames/log473.csv
474,6,-4,frames/image474.gif,frames/log474.csv
475,6,-4,frames/image475.gif,frames/log475.csv
476,6,-4,frames/image476.gif,frames/log476.csv
477,6,-4,frames/image477.gif,frames/log477.csv
478,6,-4,frames/image478.gif,frames/log478.csv
479,6,-4,frames/image479.gif,frames/log479.csv
480,6,-4,frames/image480.gif,frames/log480.csv
481,7,-5,frames/image481.gif,frames/log481.csv
482,7,-5,frames/image482.gif,frames/log482.csv
483,6,-4,frames/image483.gif,frames/log483.csv
484,6,-4,frames/image484.gif,frames/log484.csv
485,6,-4,frames/image485.gif,frames/log485.csv
486,10,-8,frames/image486.gif,frames/log486.csv
487,6,-4,frames/image487.gif,frames/log487.csv
488,7,-5,frames/image488.gif,frames/log488.csv
489,8,-6,frames/image489.gif,frames/log489.csv
490,7,-5,frames/image490.gif,frames/log490.csv
491,12,-10,frames/image491.gif,frames/log491.csv
492,12,-10,frames/image492.gif,frames/log492.csv
493,9,-7,frames/image493.gif,frames/log493.csv
494,9,-7,frames/image494.gif,frames/log494.csv
495,8,-6,frames/image495.gif,frames/log495.csv
496,6,-4,frames/image496.gif,frames/log496.csv
497,7,-5,frames/image497.gif,frames/log497.csv
498,6,-4,frames/image498.gif,frames/log498.csv
499,6,-4,frames/image499.gif,frames/log499.csv
500,6,-4,frames/image500.gif,frames/log500.csv
501,6,-4,frames/image501.gif,frames/log501.csv
502,6,-4,frames/image502.gif,frames/log502.csv
503,7,-5,frames/image503.gif,frames/log503.csv
504,8,-6,frames/image504.gif,frames/log504.csv
505,6,-4,frames/image505.gif,frames/log505.csv
506,7,-5,frames/image506.gif,frames/log506.csv
507,6,-4,frames/image507.gif,frames/log507.csv
508,6,-4,frames/image508.gif,frames/log508.csv
509,9,-7,frames/image509.gif,frames/log509.csv
510,12,-10,frames/image510.gif,frames/log510.csv
511,6,-4,frames/image511.gif,frames/log511.csv
512,6,-4,frames/image512.gif,frames/log512.csv
513,6,-4,frames/image513.gif,frames/log513.csv
514,9,-7,frames/image514.gif,frames/log514.csv
515,6,-4,frames/image515.gif,frames/log515.csv
516,7,-5,frames/image516.gif,frames/log516.csv
517,12,-10,frames/image517.gif,frames/log517.csv
518,7,-5,frames/image518.gif,frames/log518.csv
519,8,-6,frames/image519.gif,frames/log519.csv
520,6,-4,frames/image520.gif,frames/log520.csv
521,6,-4,frames/image521.gif,frames/log521.csv
522,6,-4,frames/image522.gif,frames/log522.csv
523,6,-4,frames/image523.gif,frames/log523.csv
524,10,-8,frames/image524.gif,frames/log524.csv
525,6,-4,frames/image525.gif,frames/log525.csv
526,6,-4,frames/image526.gif,frames/log526.csv
527,8,-6,frames/image527.gif,frames/log527.csv
528,8,-6,frames/image528.gif,frames/log528.csv
529,12,-10,frames/image529.gif,frames/log529.csv
530,10,-8,frames/image530.gif,frames/log530.csv
531,8,-6,frames/image531.gif,frames/log531.csv
532,6,-4,frames/image532.gif,frames/log532.csv
533,6,-4,frames/image533.gif,frames/log533.csv
534,6,-4,frames/image534.gif,frames/log534.csv
535,12,-10,frames/image535.gif,frames/log535.csv
536,7,-5,frames/image536.gif,frames/log536.csv
537,6,-4,frames/image537.gif,frames/log537.csv
538,6,-4,frames/image538.gif,frames/log538.csv
539,6,-4,frames/image539.gif,frames/log539.csv
540,6,-4,frames/image540.gif,frames/log540.csv
541,12,-10,frames/image541.gif,frames/log541.csv
542,6,-4,frames/image542.gif,frames/log542.csv
543,6,-4,frames/image543.gif,frames/log543.csv
544,6,-4,frames/image544.gif,frames/log544.csv
545,11,-9,frames/image545.gif,frames/log545.csv
546,6,-4,frames/image546.gif,frames/log546.csv
547,6,-4,frames/image547.gif,frames/log547.csv
548,6,-4,frames/image548.gif,frames/log548.csv
549,10,-8,frames/image549.gif,frames/log549.csv
550,7,-5,frames/image550.gif,frames/log550.csv
551,12,-10,frames/image551.gif,frames/log551.csv
552,6,-4,frames/image552.gif,frames/log552.csv
553,6,-4,frames/image553.gif,frames/log553.csv
554,6,-4,frames/image554.gif,frames/log554.csv
555,6,-4,frames/image555.gif,frames/log555.csv
556,6,-4,frames/image556.gif,frames/log556.csv
557,6,-4,frames/image557.gif,frames/log557.csv
558,6,-4,frames/image558.gif,frames/log558.csv
559,6,-4,frames/image559.gif,frames/log559.csv
