Episode,Length,Reward,IMG,LOG
1460,6,-4,frames/image1460.gif,frames/log1460.csv
1461,6,-4,frames/image1461.gif,frames/log1461.csv
1462,6,-4,frames/image1462.gif,frames/log1462.csv
1463,8,-6,frames/image1463.gif,frames/log1463.csv
1464,6,-4,frames/image1464.gif,frames/log1464.csv
1465,8,-6,frames/image1465.gif,frames/log1465.csv
1466,10,-8,frames/image1466.gif,frames/log1466.csv
1467,6,-4,frames/image1467.gif,frames/log1467.csv
1468,8,-6,frames/image1468.gif,frames/log1468.csv
1469,8,-6,frames/image1469.gif,frames/log1469.csv
1470,6,-4,frames/image1470.gif,frames/log1470.csv
1471,6,-4,frames/image1471.gif,frames/log1471.csv
1472,7,-5,frames/image1472.gif,frames/log1472.csv
1473,6,-4,frames/image1473.gif,frames/log1473.csv
1474,6,-4,frames/image1474.gif,frames/log1474.csv
1475,6,-4,frames/image1475.gif,frames/log1475.csv
1476,6,-4,frames/image1476.gif,frames/log1476.csv
1477,6,-4,frames/image1477.gif,frames/log1477.csv
1478,6,-4,frames/image1478.gif,frames/log1478.csv
1479,10,-8,frames/image1479.gif,frames/log1479.csv
1480,6,-4,frames/image1480.gif,frames/log1480.csv
1481,6,-4,frames/image1481.gif,frames/log1481.csv
1482,7,-5,frames/image1482.gif,frames/log1482.csv
1483,8,-6,frames/image1483.gif,frames/log1483.csv
1484,6,-4,frames/image1484.gif,frames/log1484.csv
1485,8,-6,frames/image1485.gif,frames/log1485.csv
1486,8,-6,frames/image1486.gif,frames/log1486.csv
1487,8,-6,frames/image1487.gif,frames/log1487.csv
1488,8,-6,frames/image1488.gif,frames/log1488.csv
1489,6,-4,frames/image1489.gif,frames/log1489.csv
1490,6,-4,frames/image1490.gif,frames/log1490.csv
1491,6,-4,frames/image1491.gif,frames/log1491.csv
1492,7,-5,frames/image1492.gif,frames/log1492.csv
1493,8,-6,frames/image1493.gif,frames/log1493.csv
1494,8,-6,frames/image1494.gif,frames/log1494.csv
1495,6,-4,frames/image1495.gif,frames/log1495.csv
1496,8,-6,frames/image1496.gif,frames/log1496.csv
1497,6,-4,frames/image1497.gif,frames/log1497.csv
1498,6,-4,frames/image1498.gif,frames/log1498.csv
1499,10,-8,frames/image1499.gif,frames/log1499.csv
1500,8,-6,frames/image1500.gif,frames/log1500.csv
